distance,R,G,B,W,C
3,153,110,38,243,Y
3,152,111,37,246,Y
3,152,110,38,243,Y
3,152,110,38,243,Y
3,153,111,38,247,Y
3,151,110,37,247,Y
3,152,111,37,246,Y
3,153,110,38,247,Y
3,151,110,38,244,Y
3,152,111,38,247,Y
3,153,110,38,245,Y
3,153,110,38,245,Y
3,153,110,38,243,Y
3,152,111,37,245,Y
3,152,111,37,244,Y
3,151,110,37,246,Y
3,151,111,37,246,Y
3,152,110,37,247,Y
3,152,110,37,247,Y
3,153,111,38,245,Y
3,151,111,38,247,Y
3,153,111,38,246,Y
3,151,111,37,245,Y
3,153,110,37,243,Y
3,153,111,37,243,Y
3,151,110,38,245,Y
3,153,111,37,243,Y
3,153,111,38,243,Y
3,152,110,38,247,Y
3,153,110,37,245,Y
3,153,110,38,244,Y
3,152,110,38,243,Y
3,151,111,38,246,Y
3,153,111,37,243,Y
3,151,110,37,246,Y
3,153,110,37,244,Y
3,151,110,37,247,Y
3,153,110,37,244,Y
3,152,110,38,244,Y
3,152,110,38,245,Y
3,153,111,38,244,Y
3,152,111,37,245,Y
3,153,110,38,246,Y
3,151,111,37,243,Y
3,153,110,38,246,Y
3,153,111,37,244,Y
3,152,110,37,243,Y
3,153,111,38,243,Y
3,152,111,38,247,Y
3,153,111,37,244,Y
3,153,111,38,246,Y
3,153,111,38,244,Y
3,151,111,37,246,Y
3,152,111,38,244,Y
3,152,110,38,245,Y
3,153,111,37,246,Y
3,152,111,38,247,Y
3,152,111,37,246,Y
3,152,110,37,244,Y
3,153,110,38,244,Y
3,153,111,38,245,Y
3,153,110,38,247,Y
3,151,111,38,247,Y
3,151,110,38,245,Y
3,153,111,38,246,Y
3,152,111,37,246,Y
3,153,110,38,247,Y
3,151,111,38,246,Y
3,152,110,37,246,Y
3,152,111,37,243,Y
3,153,111,38,247,Y
3,151,110,38,244,Y
3,153,110,37,247,Y
3,153,111,37,244,Y
3,153,111,38,245,Y
3,151,111,37,245,Y
3,153,110,37,244,Y
3,152,111,37,246,Y
3,151,111,38,245,Y
3,152,110,38,245,Y
3,153,111,37,243,Y
3,152,110,37,245,Y
3,152,111,38,244,Y
3,151,111,38,245,Y
3,153,111,38,247,Y
3,151,111,38,244,Y
3,152,110,38,244,Y
3,151,111,37,243,Y
3,153,111,37,243,Y
3,152,110,38,245,Y
3,152,111,37,245,Y
3,151,111,37,243,Y
3,151,110,38,245,Y
3,153,110,38,244,Y
3,152,110,38,246,Y
3,153,111,38,244,Y
3,151,110,38,244,Y
3,152,110,37,246,Y
3,152,111,37,243,Y
3,151,110,37,244,Y
3,151,110,38,243,Y
3,153,111,37,247,Y
3,152,111,38,243,Y
3,153,110,38,245,Y
3,153,110,38,245,Y
3,152,111,38,245,Y
3,152,111,37,246,Y
3,152,110,37,244,Y
3,153,110,38,246,Y
3,152,111,37,245,Y
3,151,110,37,247,Y
3,153,111,38,243,Y
3,153,111,38,245,Y
3,153,110,37,247,Y
3,151,111,37,243,Y
3,152,111,37,244,Y
3,152,111,37,247,Y
3,153,110,37,247,Y
3,153,110,37,247,Y
3,153,110,38,245,Y
3,152,111,37,245,Y
3,153,110,37,246,Y
3,152,111,38,244,Y
3,152,110,37,243,Y
3,152,111,38,245,Y
3,152,110,37,243,Y
3,151,110,37,244,Y
3,151,111,38,247,Y
3,153,110,37,244,Y
3,151,111,37,245,Y
3,151,111,37,244,Y
3,151,111,37,244,Y
3,152,110,37,243,Y
3,152,110,38,245,Y
3,151,111,37,245,Y
3,152,111,37,244,Y
3,151,110,37,246,Y
3,151,111,37,245,Y
3,153,111,38,244,Y
3,151,110,37,246,Y
3,151,111,38,245,Y
3,151,110,37,246,Y
3,152,110,38,246,Y
3,153,110,38,244,Y
3,152,111,38,246,Y
3,151,110,37,246,Y
3,153,110,37,243,Y
3,151,110,37,243,Y
3,153,110,38,243,Y
3,152,111,37,243,Y
3,152,111,37,243,Y
3,153,111,38,246,Y
3,152,110,38,247,Y
3,152,111,38,243,Y
3,152,111,37,245,Y
3,151,111,37,246,Y
3,152,111,37,243,Y
3,151,110,38,247,Y
3,151,111,38,243,Y
3,151,110,38,247,Y
3,151,110,37,244,Y
3,151,111,38,247,Y
3,151,111,38,246,Y
3,153,111,38,243,Y
3,151,111,37,244,Y
3,153,111,38,245,Y
3,152,111,37,243,Y
3,153,111,37,244,Y
3,151,110,38,243,Y
3,153,110,38,247,Y
3,152,111,37,246,Y
3,153,111,38,246,Y
3,152,111,38,245,Y
3,151,111,38,247,Y
3,153,110,38,244,Y
3,151,111,38,245,Y
3,153,111,37,243,Y
3,152,111,38,246,Y
3,153,111,38,244,Y
3,153,111,37,247,Y
3,152,111,38,247,Y
3,151,111,38,244,Y
3,153,110,37,245,Y
3,152,110,38,247,Y
3,152,110,37,245,Y
3,152,110,38,246,Y
3,151,111,37,247,Y
3,153,111,38,247,Y
3,152,110,37,247,Y
3,151,110,38,247,Y
3,151,111,38,246,Y
3,153,111,38,246,Y
3,151,111,37,247,Y
3,153,110,37,243,Y
3,152,110,37,247,Y
3,151,110,38,247,Y
3,153,111,38,245,Y
3,153,110,38,247,Y
3,151,111,37,245,Y
3,152,111,37,243,Y
3,153,111,37,244,Y
3,151,111,37,243,Y
3,153,110,37,245,Y
3,152,110,37,246,Y
3,152,110,37,244,Y
3,152,110,38,243,Y
3,152,111,37,243,Y
3,152,111,37,245,Y
3,152,110,37,245,Y
3,152,111,37,244,Y
3,151,110,37,247,Y
3,153,111,38,246,Y
3,152,110,37,244,Y
3,152,111,38,247,Y
3,153,110,37,244,Y
3,152,110,38,244,Y
3,152,111,38,247,Y
3,152,111,38,246,Y
3,151,111,38,243,Y
3,151,110,37,246,Y
3,152,110,37,243,Y
3,152,111,37,247,Y
3,153,111,37,243,Y
3,152,111,37,244,Y
3,153,111,37,247,Y
3,151,110,37,246,Y
3,153,110,37,245,Y
3,151,111,38,246,Y
3,151,110,38,244,Y
3,151,110,38,246,Y
3,152,111,37,247,Y
3,153,110,38,245,Y
3,151,110,37,244,Y
3,151,111,38,247,Y
3,153,111,37,247,Y
3,151,111,38,245,Y
3,151,111,38,247,Y
3,152,110,38,247,Y
3,152,110,38,246,Y
3,152,111,38,243,Y
3,151,111,37,245,Y
3,152,110,38,246,Y
3,152,110,38,244,Y
3,151,110,37,245,Y
3,152,111,38,245,Y
3,152,111,38,246,Y
3,152,111,37,247,Y
3,151,111,38,245,Y
3,151,110,37,247,Y
3,152,110,38,247,Y
3,151,111,38,243,Y
3,152,111,38,243,Y
3,153,110,37,247,Y
3,152,111,38,246,Y
3,151,110,37,246,Y
3,152,110,38,246,Y
3,151,110,37,243,Y
3,151,110,37,246,Y
3,153,110,38,245,Y
3,151,110,37,243,Y
3,151,111,38,246,Y
3,153,110,37,245,Y
3,153,110,37,243,Y
3,151,111,37,245,Y
3,153,110,38,244,Y
3,151,111,37,243,Y
3,152,111,37,246,Y
3,151,110,37,245,Y
3,152,111,38,244,Y
3,153,110,37,246,Y
3,153,111,38,246,Y
3,152,110,38,244,Y
3,152,111,37,243,Y
3,151,110,38,244,Y
3,151,110,37,243,Y
3,151,110,38,244,Y
3,152,111,37,247,Y
3,153,111,38,245,Y
3,153,110,38,243,Y
3,152,110,37,246,Y
3,151,110,38,247,Y
3,153,110,38,245,Y
3,151,111,37,244,Y
3,152,111,37,243,Y
3,153,110,38,244,Y
3,153,110,38,245,Y
3,153,110,37,246,Y
3,152,110,38,244,Y
3,153,110,37,245,Y
3,151,110,37,244,Y
3,153,110,37,245,Y
3,152,110,37,243,Y
3,151,110,37,245,Y
3,152,111,37,243,Y
3,151,110,37,246,Y
3,151,111,38,246,Y
3,152,110,38,243,Y
3,152,110,37,247,Y
3,153,111,37,243,Y
3,153,111,37,243,Y
3,151,110,38,244,Y
3,153,111,38,247,Y
3,153,110,38,243,Y
3,151,111,38,247,Y
3,152,110,37,245,Y
3,153,110,37,245,Y
3,151,111,38,247,Y
3,153,111,38,245,Y
3,151,110,37,247,Y
3,152,111,37,246,Y
3,151,111,37,246,Y
15,3,3,3,9,B
15,5,3,3,12,B
15,3,3,4,9,B
15,5,4,4,8,B
15,4,4,4,9,B
15,3,3,4,9,B
15,3,4,4,10,B
15,3,4,4,9,B
15,4,4,4,8,B
15,3,4,3,10,B
15,5,4,3,9,B
15,5,4,4,8,B
15,3,4,4,9,B
15,4,4,4,11,B
15,3,4,3,8,B
15,4,3,4,10,B
15,4,3,4,11,B
15,4,4,4,11,B
15,3,3,4,12,B
15,4,4,3,12,B
15,5,3,4,10,B
15,5,3,4,8,B
15,5,3,4,8,B
15,4,4,4,11,B
15,5,3,3,9,B
15,5,4,3,9,B
15,5,3,3,9,B
15,5,4,4,11,B
15,4,3,3,9,B
15,5,4,4,10,B
15,5,3,3,12,B
15,3,4,4,11,B
15,4,3,4,11,B
15,4,4,4,11,B
15,3,4,4,9,B
15,3,4,4,12,B
15,3,4,3,10,B
15,3,4,4,12,B
15,3,4,4,8,B
15,5,4,4,12,B
15,5,4,3,9,B
15,5,3,4,10,B
15,4,3,4,8,B
15,4,4,4,12,B
15,5,3,3,8,B
15,3,3,4,10,B
15,5,3,4,12,B
15,4,3,3,12,B
15,4,4,4,8,B
15,4,4,3,8,B
15,5,3,3,9,B
15,4,4,3,12,B
15,3,3,4,12,B
15,3,4,4,10,B
15,3,4,4,10,B
15,4,3,4,11,B
15,3,3,3,12,B
15,3,4,4,11,B
15,3,4,3,8,B
15,4,4,3,12,B
15,3,3,3,8,B
15,3,4,3,10,B
15,4,3,4,12,B
15,3,3,3,12,B
15,3,4,4,11,B
15,4,3,3,10,B
15,5,4,3,8,B
15,5,4,4,12,B
15,3,3,3,11,B
15,4,3,3,11,B
15,3,4,4,12,B
15,3,4,4,8,B
15,3,4,3,12,B
15,3,4,3,8,B
15,5,3,3,10,B
15,5,4,3,10,B
15,3,3,3,9,B
15,4,3,3,12,B
15,4,4,3,11,B
15,5,4,3,8,B
15,5,3,4,8,B
15,3,4,4,9,B
15,4,3,3,11,B
15,5,4,4,12,B
15,3,3,4,9,B
15,3,3,3,10,B
15,4,3,4,8,B
15,4,4,4,9,B
15,5,4,4,12,B
15,4,3,3,9,B
15,4,3,4,11,B
15,4,3,3,10,B
15,3,3,4,12,B
15,5,3,3,10,B
15,5,3,4,12,B
15,5,3,4,11,B
15,5,4,3,11,B
15,3,4,3,12,B
15,3,3,4,10,B
15,4,4,3,11,B
15,5,4,3,9,B
15,5,3,3,8,B
15,4,4,4,12,B
15,5,4,4,9,B
15,4,4,3,8,B
15,4,4,4,8,B
15,4,3,4,8,B
15,4,3,3,9,B
15,5,3,3,9,B
15,4,4,4,8,B
15,3,4,3,9,B
15,3,3,3,9,B
15,4,3,3,11,B
15,4,4,4,12,B
15,3,4,4,8,B
15,4,3,4,9,B
15,4,4,4,9,B
15,3,4,3,10,B
15,4,3,3,10,B
15,4,4,3,12,B
15,3,4,3,8,B
15,5,3,4,11,B
15,5,4,3,10,B
15,5,4,3,10,B
15,3,3,4,9,B
15,4,3,4,8,B
15,3,3,3,12,B
15,5,4,4,9,B
15,5,4,4,8,B
15,4,4,3,10,B
15,5,4,3,10,B
15,4,4,4,9,B
15,4,3,4,11,B
15,5,4,3,8,B
15,5,4,3,8,B
15,5,4,3,8,B
15,4,3,4,9,B
15,5,4,3,10,B
15,3,3,4,8,B
15,5,3,4,11,B
15,5,4,3,11,B
15,3,3,3,11,B
15,3,3,4,10,B
15,4,3,4,12,B
15,3,3,3,8,B
15,3,4,4,12,B
15,5,3,4,9,B
15,4,3,4,8,B
15,4,4,4,8,B
15,3,3,3,11,B
15,3,4,3,12,B
15,3,4,3,8,B
15,3,4,4,10,B
15,4,3,3,9,B
15,4,3,3,8,B
15,3,3,3,8,B
15,3,3,3,12,B
15,4,3,4,9,B
15,5,3,4,10,B
15,4,3,4,12,B
15,4,4,3,12,B
15,3,3,4,9,B
15,5,4,4,12,B
15,5,3,4,12,B
15,5,3,4,9,B
15,3,4,3,11,B
15,5,4,4,8,B
15,5,4,3,11,B
15,5,3,3,9,B
15,4,4,3,10,B
15,5,4,4,10,B
15,3,3,4,9,B
15,4,4,3,12,B
15,4,3,3,9,B
15,5,4,3,12,B
15,5,3,3,8,B
15,5,3,4,8,B
15,4,3,3,10,B
15,4,3,4,9,B
15,3,3,4,10,B
15,3,4,3,8,B
15,5,4,3,11,B
15,3,4,3,10,B
15,5,4,4,10,B
15,3,3,4,11,B
15,4,3,4,10,B
15,3,3,3,11,B
15,3,3,3,10,B
15,4,4,3,9,B
15,3,4,4,12,B
15,3,3,4,11,B
15,3,3,3,8,B
15,3,3,3,11,B
15,3,4,3,9,B
15,4,4,4,10,B
15,3,3,3,11,B
15,4,4,4,12,B
15,4,3,4,11,B
15,3,4,3,11,B
15,3,4,4,12,B
15,4,3,3,12,B
15,5,3,4,8,B
15,4,3,3,9,B
15,4,4,4,9,B
15,4,3,3,10,B
15,5,4,4,8,B
15,3,4,4,10,B
15,3,3,4,12,B
15,5,4,3,8,B
15,5,3,3,11,B
15,5,4,3,8,B
15,3,4,4,8,B
15,4,3,4,11,B
15,3,4,4,9,B
15,3,3,4,10,B
15,5,3,3,12,B
15,3,4,3,12,B
15,3,4,4,11,B
15,3,4,4,10,B
15,4,4,4,12,B
15,3,4,3,11,B
15,4,4,4,10,B
15,4,3,3,11,B
15,4,4,3,10,B
15,3,4,3,11,B
15,3,3,4,8,B
15,4,3,4,11,B
15,4,3,3,9,B
15,3,4,4,11,B
15,4,4,4,10,B
15,5,3,3,10,B
15,5,4,3,8,B
15,3,4,3,11,B
15,5,4,3,10,B
15,3,3,3,9,B
15,5,4,4,12,B
15,5,4,4,12,B
15,3,3,3,12,B
15,4,4,4,9,B
15,3,3,4,10,B
15,4,3,3,8,B
15,4,4,4,8,B
15,3,3,3,11,B
15,4,4,4,10,B
15,5,3,3,11,B
15,5,4,4,11,B
15,4,4,4,9,B
15,4,3,4,8,B
15,5,4,4,12,B
15,3,4,4,12,B
15,5,4,3,8,B
15,4,4,3,11,B
15,4,3,4,10,B
15,4,4,3,9,B
15,5,4,3,11,B
15,4,3,3,10,B
15,3,3,3,10,B
15,5,4,4,12,B
15,3,3,3,11,B
15,3,4,3,11,B
15,4,3,3,8,B
15,5,4,4,8,B
15,5,3,3,11,B
15,5,3,3,12,B
15,5,4,3,9,B
15,4,3,4,11,B
15,3,4,3,9,B
15,5,3,4,12,B
15,3,4,3,11,B
15,3,3,4,12,B
15,5,4,3,10,B
15,4,3,4,9,B
15,4,3,3,10,B
15,3,3,3,11,B
15,3,4,4,10,B
15,3,4,3,10,B
15,4,4,4,11,B
15,3,3,4,10,B
15,3,4,4,11,B
15,3,4,4,10,B
15,5,3,3,8,B
15,5,4,3,11,B
15,4,4,3,11,B
15,4,4,3,8,B
15,4,3,4,9,B
15,5,3,3,11,B
15,4,3,3,11,B
15,5,3,4,10,B
15,3,3,3,12,B
15,5,4,4,11,B
15,3,3,4,12,B
15,5,4,3,12,B
15,5,4,3,12,B
15,4,3,4,9,B
15,3,4,4,12,B
15,3,3,3,12,B
15,4,4,3,8,B
15,3,3,4,11,B
15,3,3,3,10,B
15,4,4,3,9,B
15,4,4,4,10,B
15,4,4,3,10,B
15,4,4,4,11,B
15,4,3,3,12,B
15,4,4,4,9,B
15,5,4,4,9,B
15,4,3,3,10,B
15,5,3,4,12,B
15,4,4,3,12,B
15,5,3,3,11,B
15,4,4,3,8,B
15,3,4,3,9,B
15,5,4,4,8,B
15,3,3,4,12,B
15,3,3,3,12,B
15,4,3,4,10,B
15,5,3,3,11,B
15,5,3,3,11,B
15,5,3,4,8,B
15,4,3,3,10,B
15,3,3,3,10,B
15,4,4,4,10,B
15,5,3,4,11,B
15,3,3,4,8,B
15,4,4,3,12,B
15,4,4,3,10,B
15,5,3,4,12,B
15,5,3,4,11,B
15,5,3,4,9,B
15,3,3,4,11,B
15,4,3,4,9,B
15,5,4,4,10,B
15,5,4,4,10,B
15,5,3,3,8,B
15,5,4,4,12,B
15,4,3,4,11,B
15,5,4,4,11,B
15,5,4,4,8,B
15,3,3,4,10,B
15,3,4,4,10,B
15,3,4,3,10,B
15,5,4,3,10,B
15,3,3,3,9,B
15,3,4,4,8,B
15,5,4,3,10,B
15,3,3,4,8,B
15,5,3,3,10,B
15,3,4,4,12,B
15,5,4,4,8,B
15,5,4,3,12,B
15,3,4,4,12,B
15,5,4,3,10,B
15,4,3,4,8,B
15,3,4,3,11,B
15,4,4,3,10,B
15,4,4,4,11,B
15,3,3,3,11,B
15,5,3,3,9,B
15,4,4,4,10,B
15,3,4,4,9,B
15,3,4,4,11,B
15,5,3,3,11,B
15,3,3,3,10,B
15,5,3,3,9,B
15,3,3,4,11,B
15,5,4,3,9,B
15,4,4,4,11,B
15,4,3,3,11,B
15,3,4,4,9,B
15,4,3,4,12,B
15,5,3,4,12,B
15,4,4,4,11,B
15,3,3,4,11,B
15,3,4,3,8,B
15,3,3,3,10,B
15,3,4,4,12,B
15,3,3,3,12,B
15,5,4,3,8,B
15,4,3,3,9,B
15,5,3,3,12,B
15,5,4,4,10,B
15,4,4,3,12,B
15,3,3,3,12,B
15,3,3,4,11,B
15,3,3,3,10,B
15,4,4,3,11,B
15,5,3,3,11,B
15,5,4,4,10,B
15,3,3,4,10,B
15,4,3,3,12,B
15,4,4,3,10,B
15,5,3,4,8,B
15,5,3,3,10,B
15,3,4,4,8,B
15,5,4,4,9,B
15,4,3,3,10,B
15,4,3,3,8,B
15,3,4,3,10,B
15,4,3,3,8,B
15,5,4,3,12,B
15,4,4,3,11,B
15,4,3,3,10,B
15,4,3,3,10,B
15,4,3,4,11,B
15,4,3,3,11,B
15,4,3,3,8,B
15,4,3,4,12,B
15,4,4,3,9,B
15,3,4,4,9,B
15,4,4,3,9,B
15,4,3,4,12,B
15,5,3,4,11,B
15,5,4,4,11,B
15,5,4,3,12,B
15,4,4,3,10,B
15,5,3,3,9,B
15,5,4,4,11,B
15,3,3,4,9,B
15,4,4,3,8,B
15,5,4,4,11,B
15,3,3,3,10,B
15,4,4,4,9,B
15,4,4,3,11,B
15,5,3,3,11,B
15,4,4,3,9,B
15,5,4,3,8,B
15,3,3,4,12,B
15,4,4,4,12,B
15,5,4,3,9,B
15,3,3,3,11,B
15,3,3,4,10,B
15,4,4,3,10,B
15,3,3,3,8,B
15,3,3,3,8,B
15,5,4,3,10,B
15,4,4,4,11,B
15,5,3,3,9,B
15,3,3,4,10,B
15,4,3,4,8,B
15,5,3,4,9,B
15,5,3,3,8,B
15,3,3,4,8,B
15,5,3,4,9,B
15,4,3,3,11,B
15,3,4,4,9,B
15,3,3,3,10,B
15,4,3,3,11,B
15,5,3,4,12,B
15,4,4,3,9,B
15,4,4,3,8,B
15,4,3,4,11,B
15,5,3,4,8,B
15,4,3,4,10,B
15,3,4,4,12,B
15,3,4,4,12,B
15,5,4,3,11,B
15,5,3,4,8,B
15,4,4,3,12,B
15,5,4,4,11,B
15,3,3,3,8,B
15,3,3,4,12,B
15,3,4,4,9,B
15,3,4,4,9,B
15,5,4,4,10,B
15,4,3,3,11,B
15,5,4,3,8,B
15,4,3,4,11,B
15,4,4,3,10,B
15,5,3,4,12,B
15,4,3,3,12,B
15,5,3,3,11,B
15,3,4,4,11,B
15,4,4,3,10,B
15,5,3,3,11,B
15,4,3,3,8,B
15,3,4,4,11,B
15,3,3,4,10,B
15,3,3,4,8,B
15,3,4,4,8,B
15,4,4,3,10,B
15,3,3,4,10,B
15,4,4,4,9,B
15,5,3,4,8,B
15,5,3,4,9,B
15,4,3,3,9,B
15,4,3,4,9,B
15,5,4,4,10,B
15,3,3,4,12,B
15,5,4,3,8,B
15,5,3,4,11,B
15,3,3,3,10,B
15,4,3,4,12,B
15,4,4,4,11,B
15,4,4,4,9,B
15,4,4,3,12,B
15,5,3,3,12,B
15,5,4,4,10,B
15,3,3,4,11,B
15,5,3,4,12,B
15,3,3,3,9,B
15,4,4,3,9,B
15,3,4,3,11,B
15,5,3,4,11,B
15,4,3,3,8,B
15,3,3,3,9,B
15,3,3,3,11,B
15,3,4,3,11,B
15,5,3,4,12,B
15,4,4,3,11,B
15,4,3,4,9,B
15,4,3,4,9,B
15,3,3,3,11,B
15,5,4,3,11,B
15,3,3,4,10,B
15,3,3,3,10,B
15,5,4,3,9,B
15,3,3,4,10,B
15,5,3,4,11,B
15,4,4,3,12,B
15,3,3,3,12,B
15,3,3,4,8,B
15,5,4,3,11,B
15,4,3,4,11,B
15,5,4,4,8,B
15,3,3,4,10,B
15,3,4,4,8,B
15,4,4,3,8,B
15,3,4,4,9,B
15,4,4,3,9,B
15,4,3,4,9,B
15,3,4,3,12,B
15,3,4,4,8,B
15,5,4,4,8,B
15,3,4,4,12,B
15,4,3,4,12,B
15,4,4,3,12,B
15,5,3,3,11,B
15,3,4,3,12,B
15,5,4,4,11,B
15,4,4,3,10,B
15,3,4,3,9,B
15,4,4,4,9,B
15,5,3,3,11,B
15,4,3,4,12,B
15,4,3,3,12,B
15,3,4,3,9,B
15,5,3,3,12,B
15,3,3,4,10,B
15,5,3,3,10,B
15,4,4,4,12,B
15,5,3,3,8,B
15,5,4,3,8,B
15,3,3,4,9,B
15,3,4,3,9,B
15,3,3,4,8,B
15,3,4,3,10,B
15,4,4,4,10,B
15,3,4,4,12,B
15,5,4,3,9,B
15,5,3,3,10,B
15,5,4,3,9,B
15,3,4,4,12,B
15,3,4,3,9,B
15,5,4,4,9,B
15,3,3,4,9,B
15,5,3,3,11,B
15,5,3,4,12,B
15,5,4,4,12,B
15,3,3,3,9,B
15,5,3,3,11,B
15,4,3,3,10,B
15,5,4,3,12,B
15,3,3,4,12,B
15,5,3,3,9,B
15,3,4,4,9,B
15,4,4,4,11,B
15,5,3,3,8,B
15,5,4,3,9,B
15,5,4,4,10,B
15,4,4,3,9,B
15,3,3,3,9,B
15,3,3,4,8,B
15,4,4,3,8,B
15,5,4,4,12,B
15,5,3,3,11,B
15,4,4,3,11,B
15,4,3,3,11,B
15,4,3,4,9,B
15,4,4,4,11,B
15,3,4,3,9,B
15,3,3,3,10,B
15,3,4,4,10,B
15,3,4,3,9,B
15,3,4,3,8,B
15,4,4,4,11,B
15,3,4,4,10,B
15,5,4,4,8,B
15,5,4,3,11,B
15,5,4,4,9,B
15,5,3,4,8,B
15,4,4,3,12,B
15,3,3,4,11,B
15,4,3,4,9,B
15,3,4,3,11,B
15,4,3,4,10,B
15,5,3,4,8,B
15,5,3,4,9,B
15,3,4,4,9,B
15,4,4,4,8,B
15,5,4,3,11,B
15,4,3,4,8,B
15,3,4,4,10,B
15,4,4,3,10,B
15,4,3,4,8,B
15,4,4,3,12,B
15,4,4,3,11,B
15,5,4,3,11,B
15,4,4,3,8,B
15,5,4,4,12,B
15,4,3,4,12,B
15,3,3,3,9,B
15,5,4,4,8,B
15,5,3,3,10,B
15,4,4,4,8,B
15,5,4,4,8,B
15,4,3,3,11,B
15,5,4,4,11,B
15,4,3,3,9,B
15,3,4,4,9,B
15,4,3,3,8,B
15,4,4,4,12,B
15,4,3,4,9,B
15,4,4,4,9,B
15,5,3,3,11,B
15,3,3,3,11,B
15,4,3,4,9,B
15,5,3,3,11,B
15,4,4,3,8,B
15,3,3,4,12,B
15,4,4,3,9,B
15,4,3,3,8,B
15,4,3,3,12,B
15,3,3,3,11,B
15,3,3,3,11,B
15,5,4,4,9,B
15,3,3,4,10,B
15,3,4,4,10,B
15,4,4,3,9,B
15,5,3,4,12,B
15,5,3,4,12,B
15,4,3,4,11,B
15,5,4,4,8,B
15,5,4,4,11,B
15,3,4,4,12,B
15,3,3,3,10,B
15,5,4,4,9,B
15,3,4,4,11,B
15,3,4,3,8,B
15,3,3,3,10,B
15,4,3,3,8,B
15,4,3,3,9,B
15,3,4,3,8,B
15,3,4,3,12,B
15,5,3,3,12,B
15,3,3,4,10,B
15,4,4,3,9,B
15,5,4,3,10,B
15,4,4,4,10,B
15,4,4,4,11,B
15,4,4,4,12,B
15,3,3,3,11,B
15,5,4,3,10,B
15,4,4,3,8,B
15,5,4,3,10,B
15,5,3,4,10,B
15,5,4,3,10,B
15,5,4,4,9,B
15,5,4,3,12,B
15,5,3,4,9,B
15,3,3,4,8,B
15,5,3,3,11,B
15,4,4,3,11,B
15,3,3,3,9,B
15,5,3,3,10,B
15,3,4,4,12,B
15,4,3,4,11,B
15,5,3,4,8,B
15,5,3,3,11,B
15,3,3,3,10,B
15,3,3,3,8,B
15,3,4,3,12,B
15,3,4,3,12,B
15,5,3,3,10,B
15,5,3,3,8,B
15,5,3,4,8,B
15,4,3,3,8,B
15,3,4,4,9,B
15,3,3,4,8,B
15,4,4,4,8,B
15,4,3,3,12,B
15,3,4,4,11,B
15,4,4,3,11,B
15,4,3,3,11,B
15,4,4,3,8,B
15,3,4,3,10,B
15,5,3,4,11,B
15,3,3,4,10,B
15,3,3,4,10,B
15,5,4,4,11,B
15,4,3,4,8,B
15,3,3,3,8,B
15,3,4,3,12,B
15,4,3,3,9,B
15,4,4,4,11,B
15,4,4,4,8,B
15,4,3,3,10,B
15,4,4,4,8,B
15,5,3,3,10,B
15,4,3,4,8,B
15,4,4,4,12,B
15,4,3,4,9,B
15,5,4,3,10,B
15,3,3,3,12,B
15,5,3,3,8,B
15,3,4,3,9,B
15,3,3,4,9,B
15,3,3,4,11,B
15,4,4,3,10,B
15,3,3,3,8,B
15,4,3,4,10,B
15,5,3,4,9,B
15,4,4,4,8,B
15,5,3,3,9,B
15,5,3,4,9,B
15,4,4,4,8,B
15,4,4,3,11,B
15,4,3,4,11,B
15,5,4,4,10,B
15,3,3,3,8,B
15,4,3,4,10,B
15,3,4,3,12,B
15,5,4,3,8,B
15,3,3,3,9,B
15,4,3,3,9,B
15,5,4,4,10,B
15,3,4,3,11,B
15,4,3,4,8,B
15,4,4,4,11,B
15,4,4,4,12,B
15,5,3,4,10,B
15,4,3,4,9,B
15,4,4,3,9,B
15,5,4,3,9,B
15,3,4,4,12,B
15,3,3,3,9,B
15,4,3,3,10,B
15,5,3,4,9,B
15,3,4,4,12,B
15,5,3,3,11,B
15,5,3,3,12,B
15,4,3,4,10,B
15,3,4,4,9,B
15,5,3,3,8,B
15,5,4,4,12,B
15,5,4,3,9,B
15,3,4,3,12,B
15,5,4,3,10,B
15,5,4,4,9,B
15,4,3,3,8,B
15,5,3,3,9,B
15,3,4,4,8,B
15,3,4,3,9,B
15,5,3,4,11,B
15,3,3,3,10,B
15,3,3,3,9,B
15,5,4,4,12,B
15,4,4,4,8,B
15,4,4,4,8,B
15,5,3,4,8,B
15,4,4,4,8,B
15,3,3,3,12,B
15,3,3,4,10,B
15,5,4,4,9,B
15,5,3,4,11,B
15,4,4,4,12,B
15,5,4,4,8,B
15,4,4,3,8,B
15,4,4,3,12,B
15,5,4,3,8,B
15,4,4,4,9,B
15,5,3,3,9,B
15,3,3,3,9,B
15,4,3,3,10,B
15,3,3,3,9,B
15,4,3,3,11,B
15,5,3,4,8,B
15,3,3,4,8,B
15,4,4,4,10,B
15,4,4,4,12,B
15,5,4,3,9,B
15,4,4,4,10,B
15,3,3,4,8,B
15,5,4,4,9,B
15,4,3,4,10,B
15,3,4,4,9,B
15,4,4,4,9,B
15,3,3,4,8,B
15,3,3,3,10,B
15,3,4,3,10,B
15,5,4,4,9,B
15,5,4,4,8,B
15,5,4,3,12,B
15,5,3,4,8,B
15,4,3,3,11,B
15,5,3,3,9,B
15,3,3,3,12,B
15,4,4,4,11,B
15,5,4,3,9,B
15,5,3,4,8,B
15,5,3,4,10,B
15,5,3,4,12,B
15,3,3,3,10,B
15,4,3,4,11,B
15,5,3,3,12,B
15,4,4,3,11,B
15,3,3,4,11,B
15,5,4,4,8,B
15,5,4,3,9,B
